Sheet Name: Carriers

carrier_id: cedba817-bbfa-4736-96d3-6588736ea61d | carrier_name: Maersk 1 | carrier_type: Air | average_rating: 4.08 | fleet_size: 1635 | years_of_service: 19 | headquarters: Netherlands
carrier_id: c94e35d5-31a9-427a-9fba-75f58b9d4ef3 | carrier_name: MSC 3773 | carrier_type: Sea | average_rating: 3.97 | fleet_size: 1372 | years_of_service: 7 | headquarters: South Korea
carrier_id: fbd71af4-4d63-4151-866b-bebc436552bd | carrier_name: MSC 3774 | carrier_type: Sea | average_rating: 4.88 | fleet_size: 573 | years_of_service: 12 | headquarters: China
carrier_id: be620df5-8f44-4c6d-8af0-3d925fecbdb8 | carrier_name: Blue Dart 3775 | carrier_type: Sea | average_rating: 4.4 | fleet_size: 286 | years_of_service: 4 | headquarters: Germany
carrier_id: 933a8bda-89aa-49e1-97c0-54cfbaf8f966 | carrier_name: DHL 3776 | carrier_type: Road | average_rating: 4.57 | fleet_size: 2817 | years_of_service: 18 | headquarters: India
carrier_id: e4cf48b2-b473-41b9-a46a-9ed0f15346c0 | carrier_name: DHL 3777 | carrier_type: Air | average_rating: 4.19 | fleet_size: 1394 | years_of_service: 6 | headquarters: UAE
carrier_id: 5cc35f55-ddc4-45e5-b335-03f8b36bd408 | carrier_name: Blue Dart 3778 | carrier_type: Sea | average_rating: 3.87 | fleet_size: 537 | years_of_service: 8 | headquarters: United States
carrier_id: b396d319-0cc2-4df8-b040-b07bffaa2fcb | carrier_name: Blue Dart 3779 | carrier_type: Sea | average_rating: 4.28 | fleet_size: 969 | years_of_service: 8 | headquarters: United Kingdom
carrier_id: f9dccb5a-4668-4857-a0f6-eae19a20c9f0 | carrier_name: DHL 3780 | carrier_type: Air | average_rating: 4.42 | fleet_size: 1485 | years_of_service: 11 | headquarters: Singapore
carrier_id: 5b69f225-ecf3-48ed-b01b-c2550c559193 | carrier_name: DB Schenker 3781 | carrier_type: Road | average_rating: 3.94 | fleet_size: 3448 | years_of_service: 20 | headquarters: Japan
carrier_id: ba4eafd0-a5d2-4f48-86f0-24a078893f33 | carrier_name: DB Schenker 3782 | carrier_type: Sea | average_rating: 4.33 | fleet_size: 2051 | years_of_service: 30 | headquarters: Japan
carrier_id: 7086c778-97f7-474b-8c6b-5369f73ce8d4 | carrier_name: Hapag-Lloyd 3783 | carrier_type: Air | average_rating: 4.11 | fleet_size: 1179 | years_of_service: 14 | headquarters: Japan
carrier_id: 401d3b00-6994-4fe4-8386-4306e5266db0 | carrier_name: Hapag-Lloyd 3784 | carrier_type: Sea | average_rating: 3.91 | fleet_size: 3457 | years_of_service: 23 | headquarters: Japan
carrier_id: 6a3e3cbd-9369-4110-822b-fa5cbf72d87c | carrier_name: MSC 3785 | carrier_type: Sea | average_rating: 4.62 | fleet_size: 978 | years_of_service: 23 | headquarters: India
carrier_id: 1cd73f7d-be85-476c-b5f5-e17dbc6ee276 | carrier_name: MSC 3786 | carrier_type: Road | average_rating: 4.8 | fleet_size: 2361 | years_of_service: 34 | headquarters: China
carrier_id: 0c575b4d-3b86-4a9b-b53d-1c0d5ace2827 | carrier_name: DHL 3787 | carrier_type: Rail | average_rating: 4.42 | fleet_size: 131 | years_of_service: 36 | headquarters: Germany
carrier_id: b6af851d-ce2a-4094-b1f2-216f7205ac2f | carrier_name: CMA CGM 3788 | carrier_type: Road | average_rating: 3.76 | fleet_size: 1395 | years_of_service: 21 | headquarters: Japan
carrier_id: d8343d6c-640b-4652-8945-9143f93dd299 | carrier_name: Kuehne Nagel 3789 | carrier_type: Road | average_rating: 3.44 | fleet_size: 1286 | years_of_service: 17 | headquarters: Germany
carrier_id: 65a50db3-5744-4db7-b2ed-03a6c20aadf0 | carrier_name: MSC 3790 | carrier_type: Air | average_rating: 3.51 | fleet_size: 3519 | years_of_service: 10 | headquarters: UAE
carrier_id: a9758cf9-1e0b-4a67-8bf5-98513436e595 | carrier_name: Allcargo Express 3791 | carrier_type: Air | average_rating: 3.55 | fleet_size: 2796 | years_of_service: 12 | headquarters: Singapore
carrier_id: 5fa07b59-68bd-478e-b016-c41995465bd8 | carrier_name: Maersk 3792 | carrier_type: Road | average_rating: 4.43 | fleet_size: 174 | years_of_service: 33 | headquarters: China
carrier_id: aafa80b5-361f-4c28-aba4-3ef93c33b04e | carrier_name: Emirates SkyCargo 3793 | carrier_type: Rail | average_rating: 3.2 | fleet_size: 512 | years_of_service: 5 | headquarters: India
carrier_id: c70b7f48-3e70-4909-b62d-81b9c4e6c4f1 | carrier_name: Maersk 3794 | carrier_type: Sea | average_rating: 3.87 | fleet_size: 1444 | years_of_service: 5 | headquarters: Germany
carrier_id: 48629a96-0f4c-437d-a054-ecf0b5cf4d45 | carrier_name: Emirates SkyCargo 3795 | carrier_type: Sea | average_rating: 3.52 | fleet_size: 2236 | years_of_service: 27 | headquarters: United Kingdom
carrier_id: d60bd9eb-184d-4225-aef7-d1f562877a9a | carrier_name: DP World Logistics 3796 | carrier_type: Road | average_rating: 4.44 | fleet_size: 3297 | years_of_service: 13 | headquarters: India
carrier_id: ca0e8494-7806-49a7-9289-e0b9acb154d7 | carrier_name: FedEx 3797 | carrier_type: Air | average_rating: 3.48 | fleet_size: 2163 | years_of_service: 18 | headquarters: United Kingdom
carrier_id: 2e72a0bd-cfdb-47ba-8347-7f3c898d5fe8 | carrier_name: Emirates SkyCargo 3798 | carrier_type: Road | average_rating: 3.46 | fleet_size: 2577 | years_of_service: 33 | headquarters: India
carrier_id: 6205b20b-c3c5-4793-8e46-c541c5afb6ca | carrier_name: Allcargo Express 3799 | carrier_type: Road | average_rating: 4.0 | fleet_size: 2965 | years_of_service: 32 | headquarters: United Kingdom
carrier_id: 05aa017a-6f65-484c-8fd7-3feabcb616db | carrier_name: Kuehne Nagel 3800 | carrier_type: Sea | average_rating: 3.31 | fleet_size: 1409 | years_of_service: 26 | headquarters: South Korea
carrier_id: 89a9d40f-e636-456f-b1fe-84f1a5dca237 | carrier_name: DP World Logistics 3801 | carrier_type: Sea | average_rating: 4.6 | fleet_size: 1449 | years_of_service: 34 | headquarters: Japan
carrier_id: 76ad65fd-c3f8-4726-9823-988e64d84d18 | carrier_name: DB Schenker 3802 | carrier_type: Sea | average_rating: 3.95 | fleet_size: 3457 | years_of_service: 4 | headquarters: UAE
carrier_id: d2db0bb0-b3a7-4774-a5e1-e2c5d51568b7 | carrier_name: Blue Dart 3803 | carrier_type: Sea | average_rating: 4.04 | fleet_size: 3216 | years_of_service: 9 | headquarters: Singapore
carrier_id: 23cfb3f5-5295-4307-a25b-f1e5ec618786 | carrier_name: DP World Logistics 3804 | carrier_type: Rail | average_rating: 3.52 | fleet_size: 2903 | years_of_service: 31 | headquarters: Japan
carrier_id: 3a8b777a-cba0-4ee8-bcea-c7e51f268e01 | carrier_name: Allcargo Express 3805 | carrier_type: Sea | average_rating: 3.73 | fleet_size: 1720 | years_of_service: 6 | headquarters: United States
carrier_id: 8e3e737b-1a25-48e7-b2fe-fd279a1b0432 | carrier_name: FedEx 3806 | carrier_type: Sea | average_rating: 3.22 | fleet_size: 3372 | years_of_service: 12 | headquarters: South Korea
carrier_id: 484ff839-e08c-4068-a144-055509ed636b | carrier_name: Hapag-Lloyd 3807 | carrier_type: Rail | average_rating: 3.83 | fleet_size: 386 | years_of_service: 6 | headquarters: China
carrier_id: 06343ec9-caa9-40f1-a001-08cf10a96e42 | carrier_name: CMA CGM 3808 | carrier_type: Air | average_rating: 3.22 | fleet_size: 3961 | years_of_service: 17 | headquarters: Netherlands
carrier_id: 9aebd7ac-31ed-43b5-b97c-84a9655b6f5e | carrier_name: Blue Dart 3809 | carrier_type: Road | average_rating: 4.83 | fleet_size: 3803 | years_of_service: 35 | headquarters: United States
carrier_id: 5817ec24-7c00-4c06-a3fe-9d49f854fc25 | carrier_name: Allcargo Express 3810 | carrier_type: Road | average_rating: 3.92 | fleet_size: 3230 | years_of_service: 21 | headquarters: United Kingdom
carrier_id: 90c25486-61c5-45b9-8521-80b29ad164db | carrier_name: Allcargo Express 3811 | carrier_type: Sea | average_rating: 3.12 | fleet_size: 3534 | years_of_service: 28 | headquarters: United States
carrier_id: 53c275b7-a775-4851-a845-9f6c2a091327 | carrier_name: MSC 3812 | carrier_type: Sea | average_rating: 4.77 | fleet_size: 1914 | years_of_service: 7 | headquarters: South Korea
carrier_id: e2d11cf0-1517-44e7-8936-e333c901e048 | carrier_name: Hapag-Lloyd 3813 | carrier_type: Road | average_rating: 3.11 | fleet_size: 3974 | years_of_service: 5 | headquarters: Singapore
carrier_id: 8e74bbaa-4802-41e9-bc5c-ff8ad463fc34 | carrier_name: MSC 3814 | carrier_type: Sea | average_rating: 3.68 | fleet_size: 2901 | years_of_service: 33 | headquarters: Netherlands
carrier_id: c839d459-9f7c-4c2a-a1d2-2027adae3e5f | carrier_name: Blue Dart 3815 | carrier_type: Air | average_rating: 3.74 | fleet_size: 2550 | years_of_service: 21 | headquarters: UAE
carrier_id: b4a54d43-5514-4072-9747-c54ea9a51f3a | carrier_name: DB Schenker 3816 | carrier_type: Rail | average_rating: 4.43 | fleet_size: 2878 | years_of_service: 29 | headquarters: United States
carrier_id: bbc78a7d-59e1-47d5-90d7-100b93b5168f | carrier_name: Hapag-Lloyd 3817 | carrier_type: Sea | average_rating: 4.87 | fleet_size: 2235 | years_of_service: 38 | headquarters: South Korea
carrier_id: cbfe914d-ea56-4123-9591-ec06c8eda1fd | carrier_name: Allcargo Express 3818 | carrier_type: Air | average_rating: 4.7 | fleet_size: 1208 | years_of_service: 31 | headquarters: India
carrier_id: ef912779-156b-49bd-b57c-ab072adc7954 | carrier_name: Hapag-Lloyd 3819 | carrier_type: Air | average_rating: 3.17 | fleet_size: 2465 | years_of_service: 23 | headquarters: Germany
carrier_id: 94a146ae-5e5a-4791-8757-f2104461c3d9 | carrier_name: CMA CGM 3820 | carrier_type: Air | average_rating: 3.8 | fleet_size: 3860 | years_of_service: 6 | headquarters: United States
carrier_id: 50e5fbb9-80f0-4f96-91f0-e763a58f9f2c | carrier_name: DP World Logistics 3821 | carrier_type: Sea | average_rating: 3.29 | fleet_size: 132 | years_of_service: 15 | headquarters: UAE
carrier_id: 12d6fba2-9f0c-4e45-bf23-75dad11113fd | carrier_name: Hapag-Lloyd 3822 | carrier_type: Air | average_rating: 3.48 | fleet_size: 672 | years_of_service: 16 | headquarters: China
carrier_id: d4c9737c-5221-4c88-8c3e-e8b63c980bfd | carrier_name: Blue Dart 3823 | carrier_type: Air | average_rating: 3.53 | fleet_size: 3504 | years_of_service: 20 | headquarters: South Korea
carrier_id: a0c7b831-032d-4c5a-a056-183f3ff3bce1 | carrier_name: CMA CGM 3824 | carrier_type: Air | average_rating: 4.76 | fleet_size: 489 | years_of_service: 28 | headquarters: Japan
carrier_id: 14aace31-149b-41a6-aac7-61e842660911 | carrier_name: CMA CGM 3825 | carrier_type: Sea | average_rating: 4.89 | fleet_size: 1636 | years_of_service: 16 | headquarters: Japan
carrier_id: a63d6f6a-eeaf-4bb3-b9c6-05c74b067dd9 | carrier_name: MSC 3826 | carrier_type: Road | average_rating: 4.78 | fleet_size: 4195 | years_of_service: 15 | headquarters: United Kingdom
carrier_id: f9c63aa4-d1b4-4a66-be1e-c23d35d8a229 | carrier_name: FedEx 3827 | carrier_type: Sea | average_rating: 3.33 | fleet_size: 3508 | years_of_service: 28 | headquarters: Japan
carrier_id: 95884464-9b01-4705-b01b-dad2cceae7a4 | carrier_name: Maersk 3828 | carrier_type: Sea | average_rating: 4.14 | fleet_size: 3387 | years_of_service: 14 | headquarters: India
carrier_id: 067c0afa-b929-4b7c-8e04-8ddb04e566f5 | carrier_name: FedEx 3829 | carrier_type: Sea | average_rating: 3.23 | fleet_size: 1201 | years_of_service: 7 | headquarters: United Kingdom
carrier_id: cf78843d-166b-4b19-b658-81bd269071c7 | carrier_name: DB Schenker 3830 | carrier_type: Rail | average_rating: 4.84 | fleet_size: 74 | years_of_service: 29 | headquarters: UAE
carrier_id: 2f499bd6-610e-4c86-a552-4e5608c82080 | carrier_name: Maersk 3831 | carrier_type: Road | average_rating: 4.88 | fleet_size: 3053 | years_of_service: 8 | headquarters: China
carrier_id: d43f011c-293f-4e6d-85ec-21d444d4e65b | carrier_name: CMA CGM 3832 | carrier_type: Sea | average_rating: 3.25 | fleet_size: 410 | years_of_service: 30 | headquarters: United Kingdom
carrier_id: ddb7cf55-3513-4f66-aabd-2ae68dd3c020 | carrier_name: Kuehne Nagel 3833 | carrier_type: Sea | average_rating: 4.73 | fleet_size: 1837 | years_of_service: 9 | headquarters: United Kingdom
carrier_id: 1ed1e22e-8f7d-471f-8791-4b5faf9ab08e | carrier_name: Blue Dart 3834 | carrier_type: Sea | average_rating: 3.93 | fleet_size: 2197 | years_of_service: 37 | headquarters: Germany
carrier_id: 5f2e5602-26d3-45b0-9880-59752ecddadc | carrier_name: DB Schenker 3835 | carrier_type: Road | average_rating: 4.77 | fleet_size: 2847 | years_of_service: 12 | headquarters: Netherlands
carrier_id: 4e94d389-186c-4ab8-8029-49aec6e3f1e5 | carrier_name: FedEx 3836 | carrier_type: Sea | average_rating: 3.26 | fleet_size: 1002 | years_of_service: 6 | headquarters: United States
carrier_id: e903d37d-2a25-4d04-93f6-b71b7e71cbe2 | carrier_name: DHL 3837 | carrier_type: Rail | average_rating: 4.56 | fleet_size: 2282 | years_of_service: 29 | headquarters: Japan
carrier_id: e1011539-8104-4cb0-bf82-f952f949d1ae | carrier_name: Blue Dart 3838 | carrier_type: Sea | average_rating: 3.76 | fleet_size: 1733 | years_of_service: 34 | headquarters: Singapore
carrier_id: b1777c85-45db-466c-ada9-f3d925350963 | carrier_name: Emirates SkyCargo 3839 | carrier_type: Sea | average_rating: 4.51 | fleet_size: 4125 | years_of_service: 26 | headquarters: United Kingdom
carrier_id: dea8e0fc-bf4a-46e6-82ef-24620ebf1bb7 | carrier_name: Maersk 3840 | carrier_type: Road | average_rating: 4.05 | fleet_size: 3442 | years_of_service: 37 | headquarters: United States
carrier_id: 9f698f42-7ff4-4588-9c49-af7a3674f70e | carrier_name: DHL 3841 | carrier_type: Sea | average_rating: 3.97 | fleet_size: 3437 | years_of_service: 32 | headquarters: Japan
carrier_id: f3415c85-cd94-4f89-ae43-fc835d635724 | carrier_name: FedEx 3842 | carrier_type: Road | average_rating: 3.58 | fleet_size: 3608 | years_of_service: 12 | headquarters: Netherlands
carrier_id: 6ef06a79-29e0-4384-9414-80811de40fa9 | carrier_name: Kuehne Nagel 3843 | carrier_type: Road | average_rating: 4.17 | fleet_size: 2155 | years_of_service: 20 | headquarters: India
carrier_id: 215770f2-8553-4528-8e0d-58e2ded17d8c | carrier_name: Kuehne Nagel 3844 | carrier_type: Rail | average_rating: 4.22 | fleet_size: 3810 | years_of_service: 34 | headquarters: South Korea
carrier_id: 350ede0d-c5fc-4593-ada1-106dd8afc7f9 | carrier_name: Maersk 3845 | carrier_type: Road | average_rating: 4.65 | fleet_size: 1772 | years_of_service: 10 | headquarters: South Korea
carrier_id: 1f039eea-88be-4f9b-9b53-a49f2c8b5c29 | carrier_name: DHL 3846 | carrier_type: Rail | average_rating: 3.35 | fleet_size: 2180 | years_of_service: 32 | headquarters: United Kingdom
carrier_id: 0908f72a-451f-47de-9357-73e23f76b7c7 | carrier_name: Allcargo Express 3847 | carrier_type: Sea | average_rating: 3.31 | fleet_size: 1381 | years_of_service: 7 | headquarters: United Kingdom
carrier_id: f0dba01e-54f6-4834-b5d7-9e18deafea81 | carrier_name: DHL 3848 | carrier_type: Sea | average_rating: 4.41 | fleet_size: 1256 | years_of_service: 6 | headquarters: Netherlands
carrier_id: 2a21effd-cfd1-4a6d-8454-849b69c1bc5a | carrier_name: Emirates SkyCargo 3849 | carrier_type: Air | average_rating: 4.46 | fleet_size: 1598 | years_of_service: 33 | headquarters: Germany
carrier_id: bbed9380-61b1-4179-a072-104199202e61 | carrier_name: Allcargo Express 3850 | carrier_type: Sea | average_rating: 4.02 | fleet_size: 2179 | years_of_service: 4 | headquarters: Japan
carrier_id: 5d153a39-6be4-4ddc-bf9a-bf96f1410625 | carrier_name: Kuehne Nagel 3851 | carrier_type: Sea | average_rating: 3.47 | fleet_size: 4190 | years_of_service: 11 | headquarters: India
carrier_id: 1da674e8-e6dd-42b7-a029-d92628164e38 | carrier_name: DHL 3852 | carrier_type: Sea | average_rating: 3.69 | fleet_size: 2278 | years_of_service: 12 | headquarters: South Korea
carrier_id: 38543489-a9cf-4d23-b965-96e079e90961 | carrier_name: Emirates SkyCargo 3853 | carrier_type: Road | average_rating: 3.67 | fleet_size: 577 | years_of_service: 30 | headquarters: Singapore
carrier_id: 2504cfae-6f05-4374-9977-dfcdfaf9ece9 | carrier_name: DHL 3854 | carrier_type: Sea | average_rating: 4.18 | fleet_size: 2023 | years_of_service: 7 | headquarters: Netherlands
carrier_id: 9a45b0de-2101-4441-9768-3c2739ad9381 | carrier_name: Emirates SkyCargo 3855 | carrier_type: Road | average_rating: 4.39 | fleet_size: 2289 | years_of_service: 27 | headquarters: Germany
carrier_id: d9843f94-a2b7-4ff2-bf6d-97b5d3c74272 | carrier_name: Blue Dart 3856 | carrier_type: Air | average_rating: 3.43 | fleet_size: 3961 | years_of_service: 17 | headquarters: China
carrier_id: 7f0ce7fa-be06-4a7b-a8af-7b88ac36ceed | carrier_name: CMA CGM 3857 | carrier_type: Road | average_rating: 4.13 | fleet_size: 2377 | years_of_service: 21 | headquarters: Netherlands
carrier_id: e271be7d-6513-4019-84f9-9a88ac17a9b8 | carrier_name: DP World Logistics 3858 | carrier_type: Air | average_rating: 4.39 | fleet_size: 2179 | years_of_service: 12 | headquarters: United Kingdom
carrier_id: f1b3faa1-20d0-40d5-9f49-9b4bc1c44df9 | carrier_name: Emirates SkyCargo 3859 | carrier_type: Sea | average_rating: 3.84 | fleet_size: 1411 | years_of_service: 37 | headquarters: India
carrier_id: af59e107-b63e-4edb-9673-cbcf1dab4281 | carrier_name: DHL 3860 | carrier_type: Road | average_rating: 3.27 | fleet_size: 3734 | years_of_service: 37 | headquarters: Germany
carrier_id: 4dd99ad6-370e-4189-960c-e484d8b92141 | carrier_name: DB Schenker 3861 | carrier_type: Air | average_rating: 3.65 | fleet_size: 3781 | years_of_service: 7 | headquarters: UAE
carrier_id: 713cb75b-2df8-4af8-8091-9838bb9ea157 | carrier_name: FedEx 3862 | carrier_type: Road | average_rating: 3.97 | fleet_size: 1541 | years_of_service: 30 | headquarters: China
carrier_id: a144b7a4-c68f-403e-b40c-2eb5b7155744 | carrier_name: Hapag-Lloyd 3863 | carrier_type: Road | average_rating: 4.12 | fleet_size: 3954 | years_of_service: 30 | headquarters: UAE
carrier_id: 56b80254-fa73-4185-a905-6aa2f324359d | carrier_name: DP World Logistics 3864 | carrier_type: Air | average_rating: 3.78 | fleet_size: 3340 | years_of_service: 11 | headquarters: United States
carrier_id: f2950ec2-4713-4ed0-a3fa-1e8d41e70845 | carrier_name: CMA CGM 3865 | carrier_type: Road | average_rating: 3.26 | fleet_size: 1062 | years_of_service: 29 | headquarters: China
carrier_id: fda06306-8b71-4c6a-a7b1-9e8f2f127792 | carrier_name: Blue Dart 3866 | carrier_type: Rail | average_rating: 4.27 | fleet_size: 1997 | years_of_service: 7 | headquarters: Japan
carrier_id: 72579933-46d5-446d-b06a-b43a240283b2 | carrier_name: Emirates SkyCargo 3867 | carrier_type: Road | average_rating: 4.42 | fleet_size: 376 | years_of_service: 26 | headquarters: Netherlands
carrier_id: 5f377445-3806-4cd1-814b-581de109a955 | carrier_name: DP World Logistics 3868 | carrier_type: Sea | average_rating: 3.52 | fleet_size: 2769 | years_of_service: 4 | headquarters: Germany
carrier_id: 241a5283-83db-4cc0-a0c1-549521527cf2 | carrier_name: DHL 3869 | carrier_type: Sea | average_rating: 4.65 | fleet_size: 1651 | years_of_service: 38 | headquarters: United States
carrier_id: 2e4359a7-8946-46d8-a3ec-9d1eae15c384 | carrier_name: Blue Dart 3870 | carrier_type: Sea | average_rating: 4.8 | fleet_size: 576 | years_of_service: 22 | headquarters: Japan
carrier_id: 1d64fa4d-881f-4376-b8bf-afec52923bce | carrier_name: DB Schenker 3871 | carrier_type: Sea | average_rating: 3.59 | fleet_size: 195 | years_of_service: 5 | headquarters: United States
carrier_id: 4956723f-3ce2-409f-94f1-a7dc1c14c2c8 | carrier_name: Kuehne Nagel 3872 | carrier_type: Road | average_rating: 4.54 | fleet_size: 1953 | years_of_service: 4 | headquarters: Germany
