Sheet Name: AI_Monitoring_Alerts

alert_id: 6bdb5358-2bc5-47ca-88fc-2d7ee42bfccc | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | inference_id: 095fcec2-7a82-43af-9b05-26769481008d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 45ab142b-8dfa-4dec-84d1-4d6cffcf52f0 | shipment_id: 0be9cb03-2788-44d6-8f33-115d2e77cbd8 | inference_id: 9157f675-6b14-4a35-81bf-325e851aaa3b | alert_type: Anomaly | severity: Critical | recommended_action: Escalate to operations lead, notify customer success, and review route/carrier alternatives. | alert_status: Open
alert_id: def08736-0428-42a3-ab2e-68ec3a421733 | shipment_id: 19a3dcb2-3a0d-4f20-83bc-48680522e730 | inference_id: d57fd9e6-c661-421b-90fe-5d96748435a3 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 78817b7c-78e5-488b-b94b-c77ca8a52262 | shipment_id: d69447e0-e8eb-40c2-b28b-4bb828b0415a | inference_id: 3c43d691-177f-42ea-85bf-f231021fa9d9 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: ed549593-fc6c-4b5d-af74-59034c2e5553 | shipment_id: 09178971-7175-4d53-a7d0-7c4a51007787 | inference_id: a5b10203-80a9-4333-be6e-3957c6b8e2bf | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 7a372d6e-cb7b-49c1-a9ea-14f4f6c30a97 | shipment_id: ed7dbd7c-d18b-4cee-86c1-5bd4f2de5245 | inference_id: 602eefba-88b8-4d2a-9241-35f83c13f2d8 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: cf9bce7d-d123-4b8e-a72e-02e5f7646f61 | shipment_id: 188fb3d3-d949-41e2-b15d-b7fef7abff57 | inference_id: 82567880-ceea-4298-b4b9-c8df035f8fbd | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 23a9197c-d372-422c-8092-e22accabda03 | shipment_id: 05ed3ed7-7b70-4b68-8fda-7ce3216e4251 | inference_id: cd79c4b5-3cb6-4726-88d6-205304dc1d7c | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: a99fead2-fbfb-47a5-8fc8-1652aa16aeee | shipment_id: 07631cab-e622-4485-889e-70ec363d9190 | inference_id: f02141a7-4fff-4572-9409-28fb1aa62e19 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 8b92beba-f0d2-474f-975d-1bf3b8e6fe83 | shipment_id: b5741a0b-8023-4f30-83fc-ae77ecdce55c | inference_id: d8bb8ca3-1671-4fe5-a7a6-e2f9771356d1 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 30d9fdcb-dc60-4a7d-8b81-6b067aaa6f7e | shipment_id: 1952a01a-72ea-4e10-bdf9-69e76844b00b | inference_id: 9f032994-811f-4f01-a6a5-01bd75501fe7 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 7daeda0f-6fa0-4566-a6c9-7cae459424a4 | shipment_id: d740fe26-1528-4796-88f1-8148e89e1261 | inference_id: cd9289ee-9588-485a-bdee-e230789a607f | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: d1091010-9cba-4c92-a091-19bb6b61be88 | shipment_id: 78ca7a18-900b-4aa3-a88c-6581d587cb3d | inference_id: c3c05156-2423-42ef-a172-bd5a0a44773f | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 3d296548-54ae-4ed8-960f-459d1e88232d | shipment_id: 8636f9a7-c98f-484f-ac22-84930f9d18cc | inference_id: ab52cb5f-981d-4636-9cc3-d92f311fbc12 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 492c926b-d993-4a86-b12e-80d5c24e2b35 | shipment_id: 3429e46b-0e82-40be-9dc7-38fa42841f16 | inference_id: 1aafe3e8-765c-4936-9771-439f6180153a | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 07516961-e9f4-496c-b60c-25f348b0fddd | shipment_id: eda7744e-14cf-4e80-a804-a7853e1d9c63 | inference_id: acf16042-30cf-4c77-a966-11b9321c4902 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 7a8d9a9a-ef61-4768-92fc-2f4c200c1552 | shipment_id: 1c2c74ec-7952-4999-b244-d28225533ae3 | inference_id: 15aa6091-c4d3-4291-835d-123ecb5180a8 | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 5333aa08-f55e-4e52-9dab-c254afc53f37 | shipment_id: f19577e7-cf65-4c23-99f7-26a9360f18d7 | inference_id: 4e337369-b17e-462c-b8be-ec331372a542 | alert_type: Document issue | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Acknowledged
alert_id: 2aec9dfe-a52f-495a-b81f-5bdac9694bd7 | shipment_id: dfc8447b-07a0-41e6-b3fc-b0708cdd823b | inference_id: 264f1af0-b39d-4d75-a819-251f875d3f3e | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 9be82d6b-9a65-4bce-b367-45cf9631ed39 | shipment_id: c6b2da4f-4edb-486e-83b3-c8496ffee76c | inference_id: 7215dd8d-38c3-42d8-81e0-1e60b394960a | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 71524f5f-3e70-49ce-8f94-64ede889a971 | shipment_id: 5a19249f-7612-424e-9d21-a769fecf2b77 | inference_id: 3773df16-b456-4f86-9ce5-063853637ce6 | alert_type: Document issue | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: 33d815d9-3333-4eb6-b6f8-c7eaf468466d | shipment_id: 66d5339d-b3f9-4678-a991-2a5191ec124a | inference_id: c0ca744c-3cd0-4545-83d6-912b8554a98d | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 97494eaf-d9dc-4ce8-aac0-6214eb6d2dfe | shipment_id: ac3e3989-f1c0-4f05-b6ad-1c9d1f829b41 | inference_id: 765d1171-b8f7-4563-8ff2-13b4c4e1e934 | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: f8f06407-0f88-4f4c-bf7a-f79b187cc18a | shipment_id: 6f11b644-21fa-4020-90d2-5f95dbd7c8c6 | inference_id: b389377c-1704-4563-bb61-e9340245e06e | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 8848c254-aede-4bd9-b612-4fcbcdaa5551 | shipment_id: 7a6fce91-2295-4e62-aa3c-0adf81cf03f1 | inference_id: 4544fafe-c5b9-4ff3-80c7-ab2a8c9fb76c | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: d352115c-3d58-474c-8cf7-4dbb1f1a31bb | shipment_id: a6658384-4220-48f8-afad-880b0eba7f44 | inference_id: 06aaffef-596f-4bd3-8386-e7164f2d545f | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 5b37ba41-e86f-466f-ad97-73a22c1dac24 | shipment_id: c0fc8438-ec87-48ba-9333-196c6f386a81 | inference_id: 409abe31-fa2d-4824-84de-acd0ddff5a70 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 2937110f-b0e0-4701-b78a-92cc356f42d8 | shipment_id: c8dc8f0b-5448-46f1-a72e-2c60e603cdfe | inference_id: baf2d1f5-bdf5-406a-96ee-ed81edf1ade2 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: de3d5974-e3fc-4a31-9cd9-46d81ba51100 | shipment_id: 5db3772d-97e0-42a0-ac2a-c9e41b105131 | inference_id: 15d8451a-c0c0-45f3-a8f1-fa0e6bda070d | alert_type: Anomaly | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Resolved
alert_id: e3bb6890-c209-4b26-8da5-d5a61ffcd3ff | shipment_id: 02bbf0d0-f498-4efc-8136-c79adeee8208 | inference_id: 0124b15a-5402-47b5-b63c-124632c6d8d7 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: a581d41f-fbf5-4b37-9426-f4d375462116 | shipment_id: d1e291af-57ed-4b25-be22-77cbca825b51 | inference_id: e16c6b42-7508-4af6-835f-de2481dfc008 | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 640502c1-6933-4291-8ff7-68669713216b | shipment_id: 006c832e-cdf9-4777-9f35-fbac0e67206e | inference_id: c03b7ae2-5c40-4e22-a446-6adba436ba2e | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: b2b865b6-340a-4e62-b11d-8c10264b7ba6 | shipment_id: 935f8e00-5eda-4fee-a4b6-5e0976b6bebd | inference_id: 02a4ba7c-0cc2-4427-8f75-041cba544dda | alert_type: Delay risk | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: e8c2d1c3-3e67-4850-8e6b-0f585243f494 | shipment_id: 082e220a-a890-427d-958d-d90613a158cf | inference_id: 4803491e-f4c4-45fe-8e57-3e810ff6bc97 | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 6d069461-ae49-46ea-9988-4ad28e6516ca | shipment_id: d97416e9-a540-45b5-9ca8-324542ba0099 | inference_id: 583ea5e0-ed88-4b71-8b88-5d314f2be657 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 83697929-8e2e-4ba0-ba82-ec9405cc949e | shipment_id: 961e6010-da16-426f-b195-8e13d6408741 | inference_id: b9af847c-1f52-41bc-9027-6ed99a60a97c | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 3fe127e2-c70f-4f36-bbd5-1a1209b2b6b0 | shipment_id: 1a64de43-0ea1-4e7a-b086-19d447cafa94 | inference_id: 1a322427-90c6-42f5-a69f-0667673c6d1a | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: bbbe261f-717e-4916-88f3-6605b60c49db | shipment_id: 91208978-800a-4553-b41c-3823f2db2ab6 | inference_id: e9226907-7209-49ee-85a2-30dff158d33a | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: c0bb0989-08f3-4414-80e9-946b08abd8c5 | shipment_id: 0462012f-226e-4139-a9b1-c0fe8e22c8c7 | inference_id: 6e5de4e0-e15b-4d04-a34a-d2a334ccbdf7 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 1b5195db-6894-4c5d-a3f2-670d7e798221 | shipment_id: 72939aae-038e-463b-aa77-d40044ea2688 | inference_id: 7536768f-93a8-4e85-a8a6-27d56adae3d1 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 0458f2ce-59d8-4b74-a0bd-a6e167674f27 | shipment_id: dc96ae62-af3e-416b-a502-f5574790ed25 | inference_id: 19fb8565-28a2-4c12-b28c-d4bcbb14d6ee | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 65d8d6fe-ae6f-42e9-b5e9-517c64c8dcc7 | shipment_id: c6326d0e-2317-4f5f-89ba-d16e254d6ca8 | inference_id: 86792b3c-b92d-478d-bbc0-c5d403dfd28a | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 3556d19c-d2bc-4c16-a578-ea2fa417f788 | shipment_id: 5bbf5639-79c7-49c9-ba00-567ebb0e05e2 | inference_id: 37bb5444-5c38-4c48-a012-0189de2a37b1 | alert_type: Model drift watch | severity: Critical | recommended_action: Escalate to operations lead, notify customer success, and review route/carrier alternatives. | alert_status: Resolved
alert_id: a293d742-0372-46e6-a556-7b2e8702db61 | shipment_id: 15ef243a-8330-4724-81fa-b325b4c8cd2c | inference_id: 8ffe0f31-57b0-4c15-bf91-b0d1231947d0 | alert_type: Model drift watch | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: bfca83eb-0057-4922-92ff-511bb28236da | shipment_id: d33d7aec-634f-4739-b28c-d556d8404e55 | inference_id: 905b0835-6380-40c7-90f7-0cd2be2254ae | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 9217bb82-4925-436a-9909-4b047ab90e6c | shipment_id: bf0f4614-5c7f-4999-a67a-60eacbf40411 | inference_id: 75caaea9-a8cf-432e-a308-7d51990c2739 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: b6607d28-03dd-42a5-a78e-7d817ecc7fcb | shipment_id: 168bb250-1c3e-40c5-843e-cdb5e4a0ec6a | inference_id: aefbb19a-a52e-4086-b979-4ee0fce9e140 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 69963fbe-7705-4796-a815-c46494ffdeb8 | shipment_id: 1f90536c-5993-4223-b1ee-c89b684af32f | inference_id: 94b47de5-c5c7-47a6-ab04-356e7b28a880 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 22406eda-2f3c-41f7-ac22-34c0f9393301 | shipment_id: 208dd2ea-6c3f-462f-aac9-ae2c14a38f48 | inference_id: 9fda2400-9953-4334-8569-3e879b9a3559 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 1df152f2-c74c-4ee6-bdaa-aef99f72a7a7 | shipment_id: 79127483-57de-427e-ba59-9a5c4446cf38 | inference_id: 731a5998-d7f3-468e-989f-4e200fb81337 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: d4242ea0-bbed-47a4-85f8-e9a7686f7fe9 | shipment_id: 73560931-92b5-4761-adda-67afd2d01361 | inference_id: 241a3fe2-05c2-41d4-98b3-a66c893986ca | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: e4776495-6b7a-4d21-977f-c72f81731717 | shipment_id: 647d0b1f-ae4e-4fb0-8c5d-2ea7db47af22 | inference_id: 8a4038dd-9bd8-4681-b068-e38e7b4c11b9 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 4b5ed173-9885-46f7-8474-6eb91cf5ca2f | shipment_id: 37aa0353-e8c6-44c7-b7fa-d2ac5bb8449d | inference_id: db3b0695-f7c4-4512-8cd5-cdd6cb4a2497 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 8fcff2ae-a6fc-46eb-8dab-c78bff4d44b8 | shipment_id: 6249ced3-467a-4abf-bc2a-124fc7023d3f | inference_id: d6cd619f-8f0d-4f8d-9737-173212be4877 | alert_type: Document issue | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: 53da9773-7ce9-41ea-a69a-e2a904f865da | shipment_id: fedb65e7-7101-442f-a872-413efec3b121 | inference_id: 07a1b433-64e2-46b2-a144-5874b2585fff | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
