Sheet Name: Vehicles

vehicle_id: a7a7c694-8da6-4c10-a00e-367e67b16b2d | vehicle_number: RA-3523-1 | vehicle_type: Rail | capacity_kg: 435344.38 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 3e9b6045-dc0a-4d1d-a098-38e2787d8696 | vehicle_number: TR-4256-4445 | vehicle_type: Truck | capacity_kg: 9412.54 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 7d330fcd-046c-47ad-862f-bbd9ca68fb12 | vehicle_number: TR-6767-4446 | vehicle_type: Truck | capacity_kg: 8295.98 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 1db9445a-44a7-410f-af0f-00fdfef223c3 | vehicle_number: TR-8359-4447 | vehicle_type: Truck | capacity_kg: 14065.63 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: b0d7728e-5418-4394-84a4-9ddc30cb0d4f | vehicle_number: TR-5144-4448 | vehicle_type: Truck | capacity_kg: 9278.42 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 2
vehicle_id: 6adc44f9-b14e-4074-8a60-c3b72473487e | vehicle_number: SH-5572-4449 | vehicle_type: Ship | capacity_kg: 23775572.29 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 4
vehicle_id: 4ed0726f-b9cb-43ac-b56b-0313b02b6b10 | vehicle_number: SH-6054-4450 | vehicle_type: Ship | capacity_kg: 11733496.18 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 10
vehicle_id: 7001f5da-88f2-4615-8068-372f2583f713 | vehicle_number: TR-7082-4451 | vehicle_type: Truck | capacity_kg: 25654.75 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 14
vehicle_id: b09d7b00-4e19-4cf1-91b5-682b96db1e5e | vehicle_number: TR-1102-4452 | vehicle_type: Truck | capacity_kg: 6562.14 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 10
vehicle_id: eaaa09dc-561f-4384-99ce-a8d919034b0c | vehicle_number: TR-8405-4453 | vehicle_type: Truck | capacity_kg: 26941.23 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 04d7ad3a-18b2-43bf-a957-e9aa2e93db8f | vehicle_number: SH-2355-4454 | vehicle_type: Ship | capacity_kg: 20366434.92 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 16
vehicle_id: 90f16b29-55ac-4458-b424-0218d1aec202 | vehicle_number: TR-6607-4455 | vehicle_type: Truck | capacity_kg: 22089.11 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 1
vehicle_id: e45c92c6-10c9-4c53-86ac-904ed6b6ef6f | vehicle_number: TR-4298-4456 | vehicle_type: Truck | capacity_kg: 6143.09 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 1
vehicle_id: 3bc14810-e102-4888-80c0-79b54d2bec91 | vehicle_number: TR-1360-4457 | vehicle_type: Truck | capacity_kg: 9890.36 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 9ebc958c-0936-476c-849b-467531e364b4 | vehicle_number: SH-7490-4458 | vehicle_type: Ship | capacity_kg: 19138517.95 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 16
vehicle_id: 6ce24c47-0f4d-48a6-b5d8-426bf3605a98 | vehicle_number: TR-9903-4459 | vehicle_type: Truck | capacity_kg: 9582.54 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 5ee68816-7d33-4c43-aac1-25acb779ca83 | vehicle_number: AI-7219-4460 | vehicle_type: Aircraft | capacity_kg: 78163.2 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 8
vehicle_id: e68963c6-fd6d-4810-bd50-8200da44bdb2 | vehicle_number: RA-9713-4461 | vehicle_type: Rail | capacity_kg: 562476.2 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 8369405d-1173-45eb-b290-258d89a791b0 | vehicle_number: TR-9692-4462 | vehicle_type: Truck | capacity_kg: 10549.28 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 8ab23c28-5c8d-4298-a566-1c5330ec5890 | vehicle_number: AI-4253-4463 | vehicle_type: Aircraft | capacity_kg: 41534.83 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: c2ea5550-e8d6-4c45-8787-1edc1d27e3b2 | vehicle_number: AI-2911-4464 | vehicle_type: Aircraft | capacity_kg: 44185.41 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 4
vehicle_id: 53386105-4ea7-4e65-bbb9-30c0f89f9f7e | vehicle_number: TR-8035-4465 | vehicle_type: Truck | capacity_kg: 14539.78 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 9
vehicle_id: 434cb542-889a-4b66-a9f8-c3f2657fefd0 | vehicle_number: TR-2522-4466 | vehicle_type: Truck | capacity_kg: 5112.29 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 9782a05a-1079-4149-858d-46bd0f9f270f | vehicle_number: AI-9371-4467 | vehicle_type: Aircraft | capacity_kg: 95808.54 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 12
vehicle_id: dcc7169c-e8ac-4839-93ea-1369a6927a3a | vehicle_number: TR-5633-4468 | vehicle_type: Truck | capacity_kg: 7956.56 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 0a4497e8-5c38-44a1-8e6e-d7aa3f49adcb | vehicle_number: AI-7010-4469 | vehicle_type: Aircraft | capacity_kg: 138602.12 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 1
vehicle_id: 22381925-a885-441c-8ad8-38c0164f653c | vehicle_number: SH-8695-4470 | vehicle_type: Ship | capacity_kg: 13076147.79 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 15
vehicle_id: b1b70d95-40c1-4691-be89-b2175b620e8a | vehicle_number: TR-3940-4471 | vehicle_type: Truck | capacity_kg: 20745.55 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 3504c60d-bae6-4e95-87a0-2cef17424ac0 | vehicle_number: TR-5142-4472 | vehicle_type: Truck | capacity_kg: 22830.5 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 1
vehicle_id: 20760adc-c4c1-4f92-ba2f-03043e158822 | vehicle_number: TR-6028-4473 | vehicle_type: Truck | capacity_kg: 20767.07 | fuel_type: Jet Fuel | maintenance_status: Due Soon | vehicle_age: 14
vehicle_id: 522aa85c-4f8f-49dc-ab54-043a79b7531a | vehicle_number: TR-8108-4474 | vehicle_type: Truck | capacity_kg: 15968.09 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 1
vehicle_id: a3b3c1cf-483e-4a3d-ae9d-dba2a03265bd | vehicle_number: TR-3963-4475 | vehicle_type: Truck | capacity_kg: 11126.6 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 4e07df74-32fd-4fc5-bbc0-a89085320ff2 | vehicle_number: TR-3974-4476 | vehicle_type: Truck | capacity_kg: 17398.58 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 8b531f63-b0ba-4d5b-8be4-b427cd7a26d2 | vehicle_number: RA-4142-4477 | vehicle_type: Rail | capacity_kg: 186227.21 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 2
vehicle_id: d6b388c2-b4a5-4c95-b1e0-4788e783c9df | vehicle_number: TR-5884-4478 | vehicle_type: Truck | capacity_kg: 25152.51 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 00960e98-0816-4cbc-9757-e7ecb9e1c8f4 | vehicle_number: TR-3963-4479 | vehicle_type: Truck | capacity_kg: 12495.15 | fuel_type: Electric | maintenance_status: Due Soon | vehicle_age: 5
vehicle_id: 0418f17f-ac45-4f73-9500-9628098e316e | vehicle_number: AI-1588-4480 | vehicle_type: Aircraft | capacity_kg: 84082.83 | fuel_type: Electric | maintenance_status: Under Maintenance | vehicle_age: 15
vehicle_id: 32d045a0-170f-4d3e-9dd8-0e33108db67d | vehicle_number: TR-1129-4481 | vehicle_type: Truck | capacity_kg: 5595.82 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 10
vehicle_id: 25405d9e-6555-47eb-b208-7a4cf4f34269 | vehicle_number: TR-6706-4482 | vehicle_type: Truck | capacity_kg: 24189.98 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 1deefc0a-bbba-4fe3-9153-266791efd4bb | vehicle_number: SH-4910-4483 | vehicle_type: Ship | capacity_kg: 18935162.02 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: 5bfb3e46-6b44-44d8-af28-32138330c2c5 | vehicle_number: SH-9684-4484 | vehicle_type: Ship | capacity_kg: 14502823.34 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 15
vehicle_id: 54fe572f-0a88-471e-a5e7-c289d86356b7 | vehicle_number: SH-1332-4485 | vehicle_type: Ship | capacity_kg: 6942490.33 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 4
vehicle_id: 88ddbac0-ca89-4aed-9552-724e141942a2 | vehicle_number: SH-3141-4486 | vehicle_type: Ship | capacity_kg: 18258393.62 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 10
vehicle_id: 34f3bcc6-1ccc-440d-b1c0-e9b575c547a4 | vehicle_number: SH-7833-4487 | vehicle_type: Ship | capacity_kg: 21500639.8 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: c14503b0-b0e4-4e63-a280-5b157dd87d36 | vehicle_number: TR-4823-4488 | vehicle_type: Truck | capacity_kg: 11754.25 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 6
vehicle_id: d5fbeb71-30c3-4589-98f1-44a7f05670db | vehicle_number: AI-4826-4489 | vehicle_type: Aircraft | capacity_kg: 146602.22 | fuel_type: Electric | maintenance_status: Due Soon | vehicle_age: 4
vehicle_id: 7785fd41-4224-4cd3-9261-683807cb8ca9 | vehicle_number: TR-6559-4490 | vehicle_type: Truck | capacity_kg: 14902.78 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 80078ab7-d954-42eb-a6c4-87fcfde6897e | vehicle_number: TR-7981-4491 | vehicle_type: Truck | capacity_kg: 23889.23 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 05dc82a6-3317-473f-9618-905e6b1b5eb2 | vehicle_number: TR-5641-4492 | vehicle_type: Truck | capacity_kg: 9614.63 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 7cfcf386-bed4-4e28-9ad9-899a617ae8c4 | vehicle_number: TR-9075-4493 | vehicle_type: Truck | capacity_kg: 9043.24 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: fd847413-262b-4147-aa34-d69f3d2293ae | vehicle_number: AI-3028-4494 | vehicle_type: Aircraft | capacity_kg: 37474.99 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 13
vehicle_id: 392443fb-e93e-47c4-9203-c009baafbdd6 | vehicle_number: SH-3572-4495 | vehicle_type: Ship | capacity_kg: 1007503.3 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 5b2993ba-b034-4b71-8abc-97f21528d1fe | vehicle_number: TR-5977-4496 | vehicle_type: Truck | capacity_kg: 17509.02 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 4
vehicle_id: a3ef58f3-1cdb-42da-b76b-1f9fd235c917 | vehicle_number: AI-8392-4497 | vehicle_type: Aircraft | capacity_kg: 95736.85 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 16
vehicle_id: 4708502e-c99d-41c2-a5e2-b2ef941ed2ae | vehicle_number: SH-7064-4498 | vehicle_type: Ship | capacity_kg: 13157335.04 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 15
vehicle_id: 9d72013f-6582-4ca5-83d6-43d0a3655783 | vehicle_number: TR-6873-4499 | vehicle_type: Truck | capacity_kg: 27017.39 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 023ff46d-af45-4f7a-b642-a6cf7fcd57b6 | vehicle_number: TR-5720-4500 | vehicle_type: Truck | capacity_kg: 5582.01 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 18
vehicle_id: 6de0d0a1-da22-40a8-8552-5f524e9fffd2 | vehicle_number: TR-6263-4501 | vehicle_type: Truck | capacity_kg: 20923.67 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 9
vehicle_id: 1c694f6d-c2c8-43a3-8ed8-ac7498d120d9 | vehicle_number: AI-2794-4502 | vehicle_type: Aircraft | capacity_kg: 71736.17 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 2827c549-d834-4e71-a3f8-00a2290f7693 | vehicle_number: TR-1550-4503 | vehicle_type: Truck | capacity_kg: 18076.2 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 7d1ebd55-7c2d-4ff3-a8a4-f0aca9d58a4c | vehicle_number: AI-4123-4504 | vehicle_type: Aircraft | capacity_kg: 23735.12 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 0155dcc3-82e4-4c7b-a387-116c454d5160 | vehicle_number: TR-2490-4505 | vehicle_type: Truck | capacity_kg: 26093.83 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: d7379a8a-5c82-420a-b318-456c3f1c5557 | vehicle_number: RA-9315-4506 | vehicle_type: Rail | capacity_kg: 664173.15 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 13
vehicle_id: c18a0e89-1d21-4dc1-a892-07603482dd8c | vehicle_number: TR-4133-4507 | vehicle_type: Truck | capacity_kg: 15662.26 | fuel_type: Electric | maintenance_status: Due Soon | vehicle_age: 14
vehicle_id: 0ef5ecbd-deee-42cd-b71a-407908c52fa7 | vehicle_number: SH-7243-4508 | vehicle_type: Ship | capacity_kg: 2065539.35 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 9
vehicle_id: 6b9b9497-6ee9-4b0d-8730-b6da2c7348ac | vehicle_number: TR-8224-4509 | vehicle_type: Truck | capacity_kg: 5227.45 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 6
vehicle_id: eeedfcd9-093c-4548-b5a4-38606ce6e238 | vehicle_number: SH-2127-4510 | vehicle_type: Ship | capacity_kg: 16415686.6 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 4
vehicle_id: fba75e0c-dcb7-4308-a75c-ccb1cccf98db | vehicle_number: AI-6605-4511 | vehicle_type: Aircraft | capacity_kg: 64374.12 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: dbf77612-f3f2-4ce1-8db6-ee6bf43a7889 | vehicle_number: TR-5782-4512 | vehicle_type: Truck | capacity_kg: 10942.41 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 2deaffe8-bc4c-4442-b225-0d5e7e8f2935 | vehicle_number: TR-9923-4513 | vehicle_type: Truck | capacity_kg: 27381.82 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 7
vehicle_id: ab66aefa-87ee-4c25-9444-4d73f489db9f | vehicle_number: TR-6617-4514 | vehicle_type: Truck | capacity_kg: 14747.58 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 9ed5a1b9-8b15-4a70-9b43-c30b3d315676 | vehicle_number: SH-4505-4515 | vehicle_type: Ship | capacity_kg: 7533337.31 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 669d796a-e8a5-4197-b798-4209764ef129 | vehicle_number: TR-5322-4516 | vehicle_type: Truck | capacity_kg: 21047.83 | fuel_type: CNG | maintenance_status: Under Maintenance | vehicle_age: 15
vehicle_id: 381ee218-061e-4876-bf3e-3596f5df4131 | vehicle_number: SH-3908-4517 | vehicle_type: Ship | capacity_kg: 892148.42 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 70af528c-c754-4e8a-95f6-d67de0ce8dda | vehicle_number: SH-3694-4518 | vehicle_type: Ship | capacity_kg: 11729697.7 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 18
vehicle_id: b9b296eb-5943-4995-9ac1-9615e0da76a7 | vehicle_number: TR-3344-4519 | vehicle_type: Truck | capacity_kg: 21043.16 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: fc2e7201-1957-4897-b57f-80114a8f1501 | vehicle_number: AI-4947-4520 | vehicle_type: Aircraft | capacity_kg: 42751.99 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 3
vehicle_id: 48a26ac2-6fda-48a0-95f9-b1aeff730106 | vehicle_number: TR-9203-4521 | vehicle_type: Truck | capacity_kg: 24557.31 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 73b3dbab-015e-43f8-a550-4e740221439d | vehicle_number: RA-7299-4522 | vehicle_type: Rail | capacity_kg: 365479.98 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: fd651fe6-ece4-4f47-b4f3-a742f0500df3 | vehicle_number: TR-4399-4523 | vehicle_type: Truck | capacity_kg: 9505.98 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 8
vehicle_id: 7e24bb07-ad58-46a7-99dd-26b4a542736e | vehicle_number: SH-5332-4524 | vehicle_type: Ship | capacity_kg: 10673231.8 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: b6132068-b149-4180-ab85-0c9d999ded9a | vehicle_number: AI-4678-4525 | vehicle_type: Aircraft | capacity_kg: 27431.37 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 9
vehicle_id: 264c8e56-6d58-4507-b4c5-e7e2c93185a1 | vehicle_number: SH-2974-4526 | vehicle_type: Ship | capacity_kg: 24625627.43 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: a10683a9-04b6-4016-936b-c2a08dc76b14 | vehicle_number: SH-4931-4527 | vehicle_type: Ship | capacity_kg: 15103695.58 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: 520d2f0b-0dab-4b6c-bdd7-713a043e590f | vehicle_number: TR-1181-4528 | vehicle_type: Truck | capacity_kg: 3031.73 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 4
vehicle_id: 347056b7-7258-4116-97fb-9f51508996b1 | vehicle_number: TR-6865-4529 | vehicle_type: Truck | capacity_kg: 4865.23 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 1
vehicle_id: fa28f815-d585-4311-a008-1ad704e5aedc | vehicle_number: TR-7784-4530 | vehicle_type: Truck | capacity_kg: 8505.88 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 7b86a116-a51a-44c4-9bd6-7b0efee2c91d | vehicle_number: SH-1058-4531 | vehicle_type: Ship | capacity_kg: 21613444.66 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 10
vehicle_id: 2e0bab30-e225-449b-8f22-f7f4a03e062e | vehicle_number: TR-9569-4532 | vehicle_type: Truck | capacity_kg: 19348.91 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 7
vehicle_id: 6b029679-c21b-46cc-a96c-d3d778e3f6a2 | vehicle_number: TR-8732-4533 | vehicle_type: Truck | capacity_kg: 19797.76 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 13
vehicle_id: 16576b2c-810d-4e83-b445-536df374cc93 | vehicle_number: TR-3440-4534 | vehicle_type: Truck | capacity_kg: 18193.43 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 1
vehicle_id: 2475e933-5945-4b8e-8708-abc896a4c42a | vehicle_number: TR-2403-4535 | vehicle_type: Truck | capacity_kg: 25447.29 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 327fb141-8fb7-4b59-95ed-883b72c14fda | vehicle_number: TR-2703-4536 | vehicle_type: Truck | capacity_kg: 16640.25 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 15
vehicle_id: 371291cc-7c32-4cd2-8475-15bba290400d | vehicle_number: SH-9057-4537 | vehicle_type: Ship | capacity_kg: 3179144.15 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 12
vehicle_id: e35d842f-d483-4ea7-83cd-4c0a5da28d56 | vehicle_number: SH-6204-4538 | vehicle_type: Ship | capacity_kg: 17967057.87 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 7b5fdfd9-0ba8-469c-9f0a-f5e6583526a9 | vehicle_number: RA-1152-4539 | vehicle_type: Rail | capacity_kg: 503276.95 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 3ae203c3-258d-4025-9452-18cbf5c92343 | vehicle_number: TR-8381-4540 | vehicle_type: Truck | capacity_kg: 8103.18 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 10
vehicle_id: b68acf1a-1b43-403d-a041-66397ff9c0ad | vehicle_number: AI-7314-4541 | vehicle_type: Aircraft | capacity_kg: 19138.51 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 95f46229-0621-4ea9-991f-5ab238d6f42e | vehicle_number: RA-7012-4542 | vehicle_type: Rail | capacity_kg: 360622.93 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 1
vehicle_id: bd4b4a85-ab17-42c2-bbc2-7350dbc172d8 | vehicle_number: TR-4034-4543 | vehicle_type: Truck | capacity_kg: 11134.11 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: ead351d3-2dc2-4c62-ac91-e703c97c3442 | vehicle_number: TR-1300-4544 | vehicle_type: Truck | capacity_kg: 25795.26 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 4
vehicle_id: 790f9e50-88e1-427f-a0cb-871880fd3d4d | vehicle_number: TR-6791-4545 | vehicle_type: Truck | capacity_kg: 9685.59 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: a80d365c-85ff-46d7-9843-0ec3cdece028 | vehicle_number: SH-1344-4546 | vehicle_type: Ship | capacity_kg: 4427882.94 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 6
vehicle_id: e86d586f-81cd-4c3a-8869-2b14d2a522c1 | vehicle_number: SH-1534-4547 | vehicle_type: Ship | capacity_kg: 21840746.77 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 9
vehicle_id: 576192f7-7110-4e92-90fc-f273ce6a9fbb | vehicle_number: TR-8381-4548 | vehicle_type: Truck | capacity_kg: 12141.52 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 9
vehicle_id: 2d5604e5-193a-4779-8281-cc8c54c3198c | vehicle_number: SH-6792-4549 | vehicle_type: Ship | capacity_kg: 24010345.9 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 15
vehicle_id: d9282593-5529-4d62-b961-7aba884b2ae9 | vehicle_number: TR-6626-4550 | vehicle_type: Truck | capacity_kg: 24822.58 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 8
vehicle_id: b42c12e7-4012-4fc1-b38d-2dfc23cb1be0 | vehicle_number: TR-8874-4551 | vehicle_type: Truck | capacity_kg: 4313.08 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: eed4d456-d124-419e-ba99-2aa5be3142af | vehicle_number: TR-6390-4552 | vehicle_type: Truck | capacity_kg: 25647.62 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 1
