Sheet Name: Routes

route_id: 3e26abf4-dd1f-4e19-8ed5-ffe4905d68ad | origin_city: Delhi | destination_city: Felixstowe | origin_country: India | destination_country: United Kingdom | origin_port: Mundra Port | destination_port: Port of Felixstowe | distance_km: 2362.24 | average_transit_days: 7 | route_risk: Medium | traffic_index: 59
route_id: b08b3c93-8387-44d0-9941-0e0402ace57a | origin_city: Kolkata | destination_city: Singapore | origin_country: India | destination_country: Singapore | origin_port: Chennai Port | destination_port: Port of Singapore | distance_km: 9894.06 | average_transit_days: 12 | route_risk: Low | traffic_index: 19
route_id: d5bbc869-7621-4483-8ab3-049117c65063 | origin_city: Singapore | destination_city: Abu Dhabi | origin_country: Singapore | destination_country: UAE | origin_port: Port of Singapore | destination_port: Khalifa Port | distance_km: 7672.73 | average_transit_days: 20 | route_risk: Critical | traffic_index: 91
route_id: b4267dd7-f961-4cda-9db5-6bc257508133 | origin_city: Ningbo | destination_city: Singapore | origin_country: China | destination_country: Singapore | origin_port: Shenzhen Port | destination_port: Port of Singapore | distance_km: 8729.07 | average_transit_days: 17 | route_risk: Medium | traffic_index: 66
route_id: e7e916a3-81af-4f0d-96ed-87fca61cabd8 | origin_city: Bremen | destination_city: Ahmedabad | origin_country: Germany | destination_country: India | origin_port: Bremerhaven | destination_port: Kolkata Port | distance_km: 1754.02 | average_transit_days: 6 | route_risk: Low | traffic_index: 44
route_id: 69b5cf9b-05dc-46be-8535-d1a64196a45d | origin_city: Ningbo | destination_city: Chicago | origin_country: China | destination_country: United States | origin_port: Shenzhen Port | destination_port: Port Newark | distance_km: 4109.01 | average_transit_days: 8 | route_risk: Critical | traffic_index: 96
route_id: 9caf4476-8014-4e2b-88a4-7e8e6f911062 | origin_city: Chicago | destination_city: Singapore | origin_country: United States | destination_country: Singapore | origin_port: Port Newark | destination_port: Port of Singapore | distance_km: 6891.52 | average_transit_days: 15 | route_risk: Low | traffic_index: 37
route_id: a43dcefd-2355-4d4e-96d3-f4c8c2efc194 | origin_city: Seoul | destination_city: Yokohama | origin_country: South Korea | destination_country: Japan | origin_port: Incheon Port | destination_port: Port of Osaka | distance_km: 3507.27 | average_transit_days: 5 | route_risk: Medium | traffic_index: 61
route_id: 264ed81d-7b60-4cc1-98ef-df03405fd575 | origin_city: Dubai | destination_city: Chennai | origin_country: UAE | destination_country: India | origin_port: Khalifa Port | destination_port: Chennai Port | distance_km: 3893.34 | average_transit_days: 6 | route_risk: Low | traffic_index: 29
route_id: 8e73ef34-3598-4fe8-a1b6-d8e7ae42cdc2 | origin_city: Singapore | destination_city: Chicago | origin_country: Singapore | destination_country: United States | origin_port: Port of Singapore | destination_port: Port Houston | distance_km: 473.75 | average_transit_days: 4 | route_risk: Low | traffic_index: 40
route_id: 74a43856-242d-4ecb-a056-e3b506ead5de | origin_city: Hamburg | destination_city: Tokyo | origin_country: Germany | destination_country: Japan | origin_port: Bremerhaven | destination_port: Port of Osaka | distance_km: 9344.41 | average_transit_days: 15 | route_risk: Low | traffic_index: 37
route_id: 119f08ce-f3ba-4b93-95df-dccfb98bdaac | origin_city: Yokohama | destination_city: Dubai | origin_country: Japan | destination_country: UAE | origin_port: Port of Osaka | destination_port: Khalifa Port | distance_km: 10481.36 | average_transit_days: 18 | route_risk: Medium | traffic_index: 67
route_id: 0166e13a-a9c5-453b-90c8-edc9a0f70a12 | origin_city: Busan | destination_city: Singapore | origin_country: South Korea | destination_country: Singapore | origin_port: Port of Busan | destination_port: Port of Singapore | distance_km: 4536.16 | average_transit_days: 7 | route_risk: Medium | traffic_index: 41
route_id: 48e77322-c55b-4e73-8962-d3dc837b918d | origin_city: Frankfurt | destination_city: Dubai | origin_country: Germany | destination_country: UAE | origin_port: Port of Hamburg | destination_port: Khalifa Port | distance_km: 5413.72 | average_transit_days: 8 | route_risk: High | traffic_index: 80
route_id: 4baa9508-2754-43c2-861e-aca9b6fb7a66 | origin_city: Chennai | destination_city: Los Angeles | origin_country: India | destination_country: United States | origin_port: Chennai Port | destination_port: Port Houston | distance_km: 8763.94 | average_transit_days: 15 | route_risk: Medium | traffic_index: 45
route_id: e265be65-2bad-4679-a1e8-5113c34d2b33 | origin_city: Hamburg | destination_city: Hyderabad | origin_country: Germany | destination_country: India | origin_port: Port of Hamburg | destination_port: Mundra Port | distance_km: 9717.08 | average_transit_days: 14 | route_risk: Low | traffic_index: 41
route_id: ad902ff5-a8be-40c2-ae4c-57bf4483c855 | origin_city: Tokyo | destination_city: Singapore | origin_country: Japan | destination_country: Singapore | origin_port: Port of Osaka | destination_port: Port of Singapore | distance_km: 8045.45 | average_transit_days: 12 | route_risk: Low | traffic_index: 26
route_id: 08cd70d1-1feb-4d68-85cf-5bbb4c1b5335 | origin_city: Kolkata | destination_city: Felixstowe | origin_country: India | destination_country: United Kingdom | origin_port: Chennai Port | destination_port: London Gateway | distance_km: 11776.2 | average_transit_days: 20 | route_risk: Medium | traffic_index: 39
route_id: dd3c74d5-fee9-4b9e-a89f-cfb1c849d3b0 | origin_city: Sharjah | destination_city: Singapore | origin_country: UAE | destination_country: Singapore | origin_port: Jebel Ali | destination_port: Port of Singapore | distance_km: 8013.79 | average_transit_days: 15 | route_risk: Medium | traffic_index: 44
route_id: c4d41812-ecc4-473d-9063-d98482905923 | origin_city: Kolkata | destination_city: Manchester | origin_country: India | destination_country: United Kingdom | origin_port: Nhava Sheva | destination_port: London Gateway | distance_km: 2803.89 | average_transit_days: 6 | route_risk: Medium | traffic_index: 65
route_id: 839e0358-c6bf-400f-a039-d7c67fe275f9 | origin_city: Dubai | destination_city: Hamburg | origin_country: UAE | destination_country: Germany | origin_port: Jebel Ali | destination_port: Port of Hamburg | distance_km: 5112.59 | average_transit_days: 12 | route_risk: Low | traffic_index: 36
route_id: 51764bea-819a-4a76-bc79-b6041bf89368 | origin_city: Chennai | destination_city: Chicago | origin_country: India | destination_country: United States | origin_port: Mundra Port | destination_port: Port Houston | distance_km: 5441.47 | average_transit_days: 16 | route_risk: Medium | traffic_index: 64
route_id: b6f3f248-c1a7-412b-8572-4115ad541cb1 | origin_city: Singapore | destination_city: Chicago | origin_country: Singapore | destination_country: United States | origin_port: Port of Singapore | destination_port: Port Newark | distance_km: 11933.67 | average_transit_days: 22 | route_risk: Low | traffic_index: 39
route_id: a0f6d645-7e2d-4465-b094-61edfe08c889 | origin_city: Seoul | destination_city: Busan | origin_country: South Korea | destination_country: South Korea | origin_port: Incheon Port | destination_port: Port of Busan | distance_km: 1485.1 | average_transit_days: 6 | route_risk: Low | traffic_index: 21
route_id: 73837e8d-9934-4d77-9418-1048c89ba784 | origin_city: Bengaluru | destination_city: Shanghai | origin_country: India | destination_country: China | origin_port: Kolkata Port | destination_port: Shenzhen Port | distance_km: 6297.31 | average_transit_days: 14 | route_risk: Low | traffic_index: 32
route_id: fdd9f67a-e678-46fe-8ec6-563aa591282e | origin_city: Shenzhen | destination_city: Osaka | origin_country: China | destination_country: Japan | origin_port: Shenzhen Port | destination_port: Port of Osaka | distance_km: 8609.27 | average_transit_days: 11 | route_risk: Low | traffic_index: 26
route_id: f212749d-e8f7-43c2-ac5f-2a9b31746493 | origin_city: Bengaluru | destination_city: Incheon | origin_country: India | destination_country: South Korea | origin_port: Mundra Port | destination_port: Incheon Port | distance_km: 7727.85 | average_transit_days: 21 | route_risk: Medium | traffic_index: 38
route_id: 6e9ce9de-4b3a-4188-8f24-d318c9242ef7 | origin_city: Singapore | destination_city: Houston | origin_country: Singapore | destination_country: United States | origin_port: Port of Singapore | destination_port: Port of LA | distance_km: 5558.69 | average_transit_days: 12 | route_risk: Medium | traffic_index: 56
route_id: 816dad08-735a-4b65-b04f-dc35fd7617d7 | origin_city: Amsterdam | destination_city: Sharjah | origin_country: Netherlands | destination_country: UAE | origin_port: Port of Rotterdam | destination_port: Jebel Ali | distance_km: 6635.9 | average_transit_days: 13 | route_risk: Low | traffic_index: 36
route_id: 4110a06b-706a-4eb9-b4a7-691e41312943 | origin_city: Incheon | destination_city: Guangzhou | origin_country: South Korea | destination_country: China | origin_port: Port of Busan | destination_port: Shanghai Port | distance_km: 12316.07 | average_transit_days: 27 | route_risk: Low | traffic_index: 25
route_id: 0235b0c4-4c13-414e-8933-f69ea7d55b5e | origin_city: Frankfurt | destination_city: Hyderabad | origin_country: Germany | destination_country: India | origin_port: Bremerhaven | destination_port: Chennai Port | distance_km: 11484.56 | average_transit_days: 17 | route_risk: Low | traffic_index: 30
route_id: 3b8678d8-69b2-4803-af57-312e90d00c61 | origin_city: London | destination_city: Manchester | origin_country: United Kingdom | destination_country: United Kingdom | origin_port: London Gateway | destination_port: Port of Felixstowe | distance_km: 1387.28 | average_transit_days: 7 | route_risk: Medium | traffic_index: 35
route_id: 70c79ee1-88f2-4240-805e-74ee0fb45316 | origin_city: Singapore | destination_city: Abu Dhabi | origin_country: Singapore | destination_country: UAE | origin_port: Port of Singapore | destination_port: Khalifa Port | distance_km: 4485.97 | average_transit_days: 10 | route_risk: High | traffic_index: 64
route_id: ff08ee23-e595-493c-b660-3745156b40d1 | origin_city: London | destination_city: Singapore | origin_country: United Kingdom | destination_country: Singapore | origin_port: Port of Felixstowe | destination_port: Port of Singapore | distance_km: 12330.63 | average_transit_days: 28 | route_risk: Medium | traffic_index: 65
route_id: 677f6747-1586-4b4a-ade6-3df187edf661 | origin_city: Manchester | destination_city: Rotterdam | origin_country: United Kingdom | destination_country: Netherlands | origin_port: Port of Felixstowe | destination_port: Port of Rotterdam | distance_km: 352.55 | average_transit_days: 5 | route_risk: Low | traffic_index: 42
route_id: c400f450-6e5e-4b63-af93-896236e03088 | origin_city: Manchester | destination_city: Hamburg | origin_country: United Kingdom | destination_country: Germany | origin_port: Port of Felixstowe | destination_port: Bremerhaven | distance_km: 10209.41 | average_transit_days: 23 | route_risk: Medium | traffic_index: 68
route_id: 8d5b3e27-86c5-4583-92be-1e138f471ad1 | origin_city: Frankfurt | destination_city: Bremen | origin_country: Germany | destination_country: Germany | origin_port: Bremerhaven | destination_port: Bremerhaven | distance_km: 1460.29 | average_transit_days: 8 | route_risk: Low | traffic_index: 28
route_id: 12d667a2-0a9d-4ff7-976f-5deadb625864 | origin_city: Tokyo | destination_city: Bremen | origin_country: Japan | destination_country: Germany | origin_port: Port of Osaka | destination_port: Bremerhaven | distance_km: 12008.94 | average_transit_days: 20 | route_risk: Medium | traffic_index: 54
route_id: 1860dced-9b95-48f4-a2ac-40a967857e65 | origin_city: Chennai | destination_city: Rotterdam | origin_country: India | destination_country: Netherlands | origin_port: Nhava Sheva | destination_port: Port of Rotterdam | distance_km: 776.61 | average_transit_days: 4 | route_risk: High | traffic_index: 88
route_id: ce9e0ea2-de86-4650-8f20-3bda60fa8c15 | origin_city: Osaka | destination_city: Hamburg | origin_country: Japan | destination_country: Germany | origin_port: Port of Yokohama | destination_port: Port of Hamburg | distance_km: 9397.69 | average_transit_days: 18 | route_risk: Medium | traffic_index: 57
route_id: e41c54d8-a8a6-401b-acfd-eeda8f35db63 | origin_city: Singapore | destination_city: Manchester | origin_country: Singapore | destination_country: United Kingdom | origin_port: Port of Singapore | destination_port: Port of Felixstowe | distance_km: 6104.65 | average_transit_days: 14 | route_risk: Medium | traffic_index: 61
route_id: df06026f-3a28-4cf0-9d19-bba4843cba94 | origin_city: Shenzhen | destination_city: Tokyo | origin_country: China | destination_country: Japan | origin_port: Shenzhen Port | destination_port: Port of Yokohama | distance_km: 11464.62 | average_transit_days: 15 | route_risk: Low | traffic_index: 28
route_id: d8b8dc1c-00c5-465d-b088-e4f01383b8d1 | origin_city: Kolkata | destination_city: Rotterdam | origin_country: India | destination_country: Netherlands | origin_port: Nhava Sheva | destination_port: Port of Rotterdam | distance_km: 10413.87 | average_transit_days: 20 | route_risk: Medium | traffic_index: 66
route_id: 7f505159-ac0b-4643-bd44-9ee944bc18b1 | origin_city: Guangzhou | destination_city: Shanghai | origin_country: China | destination_country: China | origin_port: Shenzhen Port | destination_port: Ningbo-Zhoushan | distance_km: 1896.34 | average_transit_days: 4 | route_risk: Low | traffic_index: 23
route_id: efafbcf9-544d-4534-990c-f981279bd756 | origin_city: Sharjah | destination_city: Manchester | origin_country: UAE | destination_country: United Kingdom | origin_port: Jebel Ali | destination_port: London Gateway | distance_km: 8549.68 | average_transit_days: 18 | route_risk: Low | traffic_index: 42
route_id: d4795d93-ce6a-4d7b-9637-8ece8b04685c | origin_city: Tokyo | destination_city: London | origin_country: Japan | destination_country: United Kingdom | origin_port: Port of Yokohama | destination_port: London Gateway | distance_km: 10928.48 | average_transit_days: 14 | route_risk: Medium | traffic_index: 66
