Sheet Name: AI_Model_Registry

model_id: a417fe1f-d2f3-4f5c-a87b-c37ba769653f | model_name: document-intelligence | model_version: v1.6.6 | model_type: Anomaly | training_dataset_version: exim-ds-2024-01 | artifact_uri: s3://allcargo-exim-models/anomaly/457c928958ba | deployment_status: Testing
model_id: 6fdb3a55-6592-476f-9515-85539273e154 | model_name: risk-summary-llm | model_version: v4.2.7 | model_type: LLM | training_dataset_version: exim-ds-2026-12 | artifact_uri: s3://allcargo-exim-models/llm/5e29ab008af5 | deployment_status: Retired
model_id: 3e8ab6bd-0eb9-4638-b4bf-8f753e403d46 | model_name: risk-summary-llm | model_version: v3.6.8 | model_type: Regressor | training_dataset_version: exim-ds-2026-02 | artifact_uri: s3://allcargo-exim-models/regressor/c9f8eb201779 | deployment_status: Testing
model_id: 12072259-23d9-4972-8bcd-64f4417127a7 | model_name: delay-risk-classifier | model_version: v3.7.0 | model_type: Classifier | training_dataset_version: exim-ds-2024-10 | artifact_uri: s3://allcargo-exim-models/classifier/39754439d64f | deployment_status: Production
model_id: 9dc8f060-1a76-4bf9-815e-f48660894567 | model_name: eta-regressor | model_version: v1.0.7 | model_type: Anomaly | training_dataset_version: exim-ds-2025-04 | artifact_uri: s3://allcargo-exim-models/anomaly/ec6f922f3341 | deployment_status: Production
model_id: e8873e0a-223d-4dd1-8804-f34abd0647fe | model_name: delay-risk-classifier | model_version: v3.6.4 | model_type: Classifier | training_dataset_version: exim-ds-2024-05 | artifact_uri: s3://allcargo-exim-models/classifier/f968fc4fffab | deployment_status: Retired
model_id: e77f0e78-bbe9-4306-8ab5-a397a68e7606 | model_name: risk-summary-llm | model_version: v4.7.4 | model_type: Regressor | training_dataset_version: exim-ds-2025-03 | artifact_uri: s3://allcargo-exim-models/regressor/e4ffbaeb09fa | deployment_status: Testing
model_id: 1477cce9-b019-4794-8cf5-a2e4f78821bd | model_name: eta-regressor | model_version: v2.8.0 | model_type: NLP | training_dataset_version: exim-ds-2025-03 | artifact_uri: s3://allcargo-exim-models/nlp/ef1190a8e0f7 | deployment_status: Production
model_id: 1215e08f-2d2b-4d98-a794-2344eeeb2e4d | model_name: anomaly-detector | model_version: v2.5.9 | model_type: NLP | training_dataset_version: exim-ds-2025-12 | artifact_uri: s3://allcargo-exim-models/nlp/a5edb318debb | deployment_status: Retired
model_id: 8551fc3a-0863-4b03-984c-6fd082a479e5 | model_name: risk-summary-llm | model_version: v4.9.7 | model_type: Classifier | training_dataset_version: exim-ds-2025-04 | artifact_uri: s3://allcargo-exim-models/classifier/45ae3abd8be8 | deployment_status: Draft
model_id: 46d969a3-8be7-4c8f-aca9-d30744d1f792 | model_name: eta-regressor | model_version: v3.3.7 | model_type: NLP | training_dataset_version: exim-ds-2026-05 | artifact_uri: s3://allcargo-exim-models/nlp/851534123731 | deployment_status: Retired
model_id: b2017c53-1e4c-4cf5-b8f0-e57d9025df55 | model_name: document-intelligence | model_version: v4.0.3 | model_type: Regressor | training_dataset_version: exim-ds-2024-08 | artifact_uri: s3://allcargo-exim-models/regressor/281838870350 | deployment_status: Production
model_id: 63a66f42-7574-4962-adef-a55334045c0d | model_name: risk-summary-llm | model_version: v2.4.3 | model_type: Classifier | training_dataset_version: exim-ds-2026-10 | artifact_uri: s3://allcargo-exim-models/classifier/673569078671 | deployment_status: Testing
model_id: eceefe4d-b295-4a2d-9c09-b0fb43a2b0f1 | model_name: anomaly-detector | model_version: v3.4.8 | model_type: Regressor | training_dataset_version: exim-ds-2024-12 | artifact_uri: s3://allcargo-exim-models/regressor/7d5d20c7ab7f | deployment_status: Production
model_id: 4e96d7ca-8ef3-449e-87bd-a0806fd8abd4 | model_name: delay-risk-classifier | model_version: v2.6.5 | model_type: Classifier | training_dataset_version: exim-ds-2026-07 | artifact_uri: s3://allcargo-exim-models/classifier/d2bc1f3c6cf2 | deployment_status: Retired
model_id: 67ce0055-e5dd-4ebd-ab91-3f2dfc5a111b | model_name: delay-risk-classifier | model_version: v2.7.0 | model_type: Classifier | training_dataset_version: exim-ds-2026-06 | artifact_uri: s3://allcargo-exim-models/classifier/ce3db2d520ab | deployment_status: Draft
model_id: 226b1cd2-ccdb-40c6-a0d7-dc14c61e4882 | model_name: eta-regressor | model_version: v3.7.2 | model_type: Classifier | training_dataset_version: exim-ds-2025-09 | artifact_uri: s3://allcargo-exim-models/classifier/8ec0422d6dc5 | deployment_status: Testing
model_id: 05ad549a-bdd1-466c-a418-796967408263 | model_name: delay-risk-classifier | model_version: v4.0.7 | model_type: Classifier | training_dataset_version: exim-ds-2026-03 | artifact_uri: s3://allcargo-exim-models/classifier/730d05b147db | deployment_status: Draft
model_id: 6e49f772-d6a1-440b-b200-77ce97ad1f37 | model_name: eta-regressor | model_version: v3.7.4 | model_type: Regressor | training_dataset_version: exim-ds-2024-03 | artifact_uri: s3://allcargo-exim-models/regressor/ff5ffd954ab8 | deployment_status: Draft
model_id: b0735be2-8ae1-441d-bed2-f8ee8c159186 | model_name: anomaly-detector | model_version: v1.8.6 | model_type: Classifier | training_dataset_version: exim-ds-2024-01 | artifact_uri: s3://allcargo-exim-models/classifier/cbe78d67f715 | deployment_status: Production
model_id: 2e342878-46ec-47c1-b9d0-4b8c1a314bc0 | model_name: risk-summary-llm | model_version: v4.2.8 | model_type: Classifier | training_dataset_version: exim-ds-2026-03 | artifact_uri: s3://allcargo-exim-models/classifier/b7e8ae903c2b | deployment_status: Production
model_id: 4f67836e-da46-44aa-9c76-2ffc1e22d4ad | model_name: eta-regressor | model_version: v3.9.1 | model_type: Classifier | training_dataset_version: exim-ds-2025-07 | artifact_uri: s3://allcargo-exim-models/classifier/c85409b81c3e | deployment_status: Draft
model_id: 034a9bb7-d083-4c01-82a1-7978e9db30e5 | model_name: delay-risk-classifier | model_version: v4.4.5 | model_type: Classifier | training_dataset_version: exim-ds-2025-08 | artifact_uri: s3://allcargo-exim-models/classifier/35631cb38a05 | deployment_status: Testing
model_id: 0e1a1fc0-ff4a-4017-80ed-60fc6c88c1e8 | model_name: anomaly-detector | model_version: v4.6.7 | model_type: Regressor | training_dataset_version: exim-ds-2025-07 | artifact_uri: s3://allcargo-exim-models/regressor/2af0229dafda | deployment_status: Production
model_id: 1d299251-c967-4c0a-9238-b3bda9144fe7 | model_name: eta-regressor | model_version: v4.0.3 | model_type: Regressor | training_dataset_version: exim-ds-2024-02 | artifact_uri: s3://allcargo-exim-models/regressor/d04e5e22e75f | deployment_status: Testing
model_id: b699cb31-ed56-4872-bccd-6fea04879e2f | model_name: document-intelligence | model_version: v2.5.3 | model_type: Classifier | training_dataset_version: exim-ds-2024-10 | artifact_uri: s3://allcargo-exim-models/classifier/c477ba6fc04a | deployment_status: Testing
model_id: 625e8c11-3bfd-4eb1-a261-ae3794991ac6 | model_name: risk-summary-llm | model_version: v4.9.8 | model_type: Regressor | training_dataset_version: exim-ds-2025-10 | artifact_uri: s3://allcargo-exim-models/regressor/e3aca9e00692 | deployment_status: Testing
model_id: f8af5c3d-fd8a-46f6-8abd-fd5a9743ce9e | model_name: eta-regressor | model_version: v1.0.3 | model_type: Anomaly | training_dataset_version: exim-ds-2026-02 | artifact_uri: s3://allcargo-exim-models/anomaly/af9cccddc56d | deployment_status: Draft
model_id: 5aa7de50-c5f5-47c3-b333-c393ba17bc40 | model_name: anomaly-detector | model_version: v3.5.5 | model_type: Classifier | training_dataset_version: exim-ds-2026-03 | artifact_uri: s3://allcargo-exim-models/classifier/2f572918be94 | deployment_status: Production
model_id: 80dfa3c7-7a55-46a4-a04e-09fc7405e954 | model_name: risk-summary-llm | model_version: v2.1.2 | model_type: Classifier | training_dataset_version: exim-ds-2025-10 | artifact_uri: s3://allcargo-exim-models/classifier/9303c9eb1661 | deployment_status: Draft
model_id: e53349ff-2fd9-4c31-a6b0-feb2a8d19d96 | model_name: anomaly-detector | model_version: v2.8.9 | model_type: Classifier | training_dataset_version: exim-ds-2025-03 | artifact_uri: s3://allcargo-exim-models/classifier/4f64b661a991 | deployment_status: Retired
model_id: b322fbee-22e1-4227-8de9-819229fa6a2a | model_name: eta-regressor | model_version: v1.5.0 | model_type: Classifier | training_dataset_version: exim-ds-2024-11 | artifact_uri: s3://allcargo-exim-models/classifier/1bc6aef31fcf | deployment_status: Production
model_id: 1d4a5c68-0f8d-411e-8e73-f08d9f212a06 | model_name: eta-regressor | model_version: v2.3.6 | model_type: Anomaly | training_dataset_version: exim-ds-2025-05 | artifact_uri: s3://allcargo-exim-models/anomaly/3e8b24d87a07 | deployment_status: Testing
model_id: 84cbe1e8-9749-43e2-8632-105ab6091378 | model_name: risk-summary-llm | model_version: v1.7.0 | model_type: Classifier | training_dataset_version: exim-ds-2026-03 | artifact_uri: s3://allcargo-exim-models/classifier/f70ebc304cbb | deployment_status: Production
model_id: 322200ed-5595-4985-a5cb-e77845b450e1 | model_name: document-intelligence | model_version: v4.0.4 | model_type: Classifier | training_dataset_version: exim-ds-2024-07 | artifact_uri: s3://allcargo-exim-models/classifier/50611ae4d93a | deployment_status: Retired
model_id: 88c2111e-5fa6-4b00-a879-c226ce131c30 | model_name: risk-summary-llm | model_version: v2.0.3 | model_type: Anomaly | training_dataset_version: exim-ds-2026-02 | artifact_uri: s3://allcargo-exim-models/anomaly/4fa453935ea4 | deployment_status: Production
model_id: a95e100c-2d6e-4581-93ac-74cdaf036b19 | model_name: delay-risk-classifier | model_version: v2.3.7 | model_type: Anomaly | training_dataset_version: exim-ds-2025-09 | artifact_uri: s3://allcargo-exim-models/anomaly/1c8eff61b43b | deployment_status: Draft
model_id: e4e4f8ae-f112-483d-90fc-0580c93c1fa2 | model_name: risk-summary-llm | model_version: v4.0.2 | model_type: LLM | training_dataset_version: exim-ds-2026-08 | artifact_uri: s3://allcargo-exim-models/llm/6b4f7c6e4bad | deployment_status: Production
model_id: 822f3eab-4468-4908-a7b9-7af1945821c0 | model_name: eta-regressor | model_version: v4.0.1 | model_type: LLM | training_dataset_version: exim-ds-2024-11 | artifact_uri: s3://allcargo-exim-models/llm/07cf11033d4d | deployment_status: Draft
model_id: 5c022f6f-34bf-4b69-a53f-0181631612ce | model_name: risk-summary-llm | model_version: v3.1.5 | model_type: Classifier | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/classifier/c90f1056b528 | deployment_status: Retired
model_id: 004efb7e-0b42-4313-b83c-495696a562f0 | model_name: document-intelligence | model_version: v1.3.5 | model_type: NLP | training_dataset_version: exim-ds-2025-03 | artifact_uri: s3://allcargo-exim-models/nlp/71fb5fcc0883 | deployment_status: Testing
model_id: 541d0ca5-d113-4546-a319-2bcc3ae87de0 | model_name: anomaly-detector | model_version: v2.9.4 | model_type: NLP | training_dataset_version: exim-ds-2026-02 | artifact_uri: s3://allcargo-exim-models/nlp/58f41e1c4996 | deployment_status: Testing
model_id: 3a4ff12b-5366-442a-ba5c-7f80f51fb7b8 | model_name: delay-risk-classifier | model_version: v4.2.5 | model_type: Classifier | training_dataset_version: exim-ds-2024-02 | artifact_uri: s3://allcargo-exim-models/classifier/2df20f4c6282 | deployment_status: Retired
model_id: 6f548cdd-96d2-430e-afe5-a029935e2888 | model_name: document-intelligence | model_version: v4.8.5 | model_type: Classifier | training_dataset_version: exim-ds-2026-06 | artifact_uri: s3://allcargo-exim-models/classifier/96d0f7bd8240 | deployment_status: Production
model_id: 4a5eb8d9-1e73-456e-8a96-d39595669aeb | model_name: delay-risk-classifier | model_version: v3.8.2 | model_type: Classifier | training_dataset_version: exim-ds-2025-10 | artifact_uri: s3://allcargo-exim-models/classifier/491e0cd51941 | deployment_status: Testing
model_id: 81da1276-24d0-46f0-9f93-5d13340c710d | model_name: risk-summary-llm | model_version: v1.3.5 | model_type: NLP | training_dataset_version: exim-ds-2025-05 | artifact_uri: s3://allcargo-exim-models/nlp/cc6063cab16a | deployment_status: Draft
model_id: 8aa9b539-e59c-462d-a0e3-3b5332b66802 | model_name: eta-regressor | model_version: v4.4.8 | model_type: LLM | training_dataset_version: exim-ds-2024-07 | artifact_uri: s3://allcargo-exim-models/llm/6753511d5f44 | deployment_status: Draft
model_id: 211c73fd-42b4-4c94-989b-f32540f38b4b | model_name: anomaly-detector | model_version: v4.3.2 | model_type: LLM | training_dataset_version: exim-ds-2026-12 | artifact_uri: s3://allcargo-exim-models/llm/10af982ad8d2 | deployment_status: Testing
model_id: a648caa6-8cc8-47a3-b184-9d4e37479500 | model_name: anomaly-detector | model_version: v1.5.3 | model_type: Regressor | training_dataset_version: exim-ds-2024-04 | artifact_uri: s3://allcargo-exim-models/regressor/9acaafc144a4 | deployment_status: Production
model_id: c7282f92-f322-412d-a36b-e3841c016506 | model_name: anomaly-detector | model_version: v1.1.7 | model_type: LLM | training_dataset_version: exim-ds-2026-06 | artifact_uri: s3://allcargo-exim-models/llm/ecf3af77026f | deployment_status: Draft
model_id: 447c7ad0-4f98-408f-bf44-e731049b7f5e | model_name: anomaly-detector | model_version: v1.6.7 | model_type: LLM | training_dataset_version: exim-ds-2024-03 | artifact_uri: s3://allcargo-exim-models/llm/a700a4daef08 | deployment_status: Testing
model_id: ce8a3c16-e747-4499-af03-03fcd8829048 | model_name: document-intelligence | model_version: v1.1.2 | model_type: Regressor | training_dataset_version: exim-ds-2026-06 | artifact_uri: s3://allcargo-exim-models/regressor/adfa89ae1670 | deployment_status: Retired
model_id: c334f4d5-4d41-4163-ac98-e10c11b62d1e | model_name: document-intelligence | model_version: v2.8.7 | model_type: NLP | training_dataset_version: exim-ds-2024-03 | artifact_uri: s3://allcargo-exim-models/nlp/9fa49e1a526d | deployment_status: Testing
model_id: 67cf4303-6f23-458a-99b9-2a04fcd47f14 | model_name: delay-risk-classifier | model_version: v4.3.5 | model_type: Classifier | training_dataset_version: exim-ds-2025-11 | artifact_uri: s3://allcargo-exim-models/classifier/fd5ab609e8b9 | deployment_status: Production
model_id: 9100d8a2-1dc4-4fd7-896d-6a61254de3de | model_name: eta-regressor | model_version: v2.4.9 | model_type: NLP | training_dataset_version: exim-ds-2026-11 | artifact_uri: s3://allcargo-exim-models/nlp/5db22e29da84 | deployment_status: Testing
model_id: d30d2c8f-0cb3-4040-a8bc-e6f4d2e6296f | model_name: delay-risk-classifier | model_version: v1.1.6 | model_type: Anomaly | training_dataset_version: exim-ds-2026-04 | artifact_uri: s3://allcargo-exim-models/anomaly/a0d17886a9a4 | deployment_status: Production
model_id: e33c94fc-7d4a-4e5b-b2e1-48a180ff8ca4 | model_name: eta-regressor | model_version: v2.3.0 | model_type: Classifier | training_dataset_version: exim-ds-2024-10 | artifact_uri: s3://allcargo-exim-models/classifier/1fb8149b581e | deployment_status: Production
model_id: 940492e2-559f-4d88-88a6-277414ee1da5 | model_name: anomaly-detector | model_version: v2.3.0 | model_type: Classifier | training_dataset_version: exim-ds-2026-11 | artifact_uri: s3://allcargo-exim-models/classifier/6c8e681d442e | deployment_status: Production
model_id: d152161e-0ffe-461b-9630-4f2067407ce5 | model_name: anomaly-detector | model_version: v1.5.6 | model_type: LLM | training_dataset_version: exim-ds-2025-12 | artifact_uri: s3://allcargo-exim-models/llm/ea2439b4a059 | deployment_status: Production
model_id: 5e90256a-337a-4d3b-aab3-08ced491095c | model_name: document-intelligence | model_version: v3.8.9 | model_type: Regressor | training_dataset_version: exim-ds-2026-07 | artifact_uri: s3://allcargo-exim-models/regressor/786f87985581 | deployment_status: Testing
model_id: a792dfe0-781f-4e73-b98b-e9151382ed38 | model_name: risk-summary-llm | model_version: v2.6.9 | model_type: Classifier | training_dataset_version: exim-ds-2026-08 | artifact_uri: s3://allcargo-exim-models/classifier/be009351e4cc | deployment_status: Production
model_id: be4ad0f5-1302-43cc-96c8-045e3a5bec47 | model_name: delay-risk-classifier | model_version: v1.6.0 | model_type: Classifier | training_dataset_version: exim-ds-2025-09 | artifact_uri: s3://allcargo-exim-models/classifier/c9ded6ff0019 | deployment_status: Retired
model_id: 98793ae5-1d2d-46c6-95d2-093874ea63c8 | model_name: anomaly-detector | model_version: v1.9.3 | model_type: NLP | training_dataset_version: exim-ds-2024-01 | artifact_uri: s3://allcargo-exim-models/nlp/01fcb611f855 | deployment_status: Production
model_id: b930103b-2d99-4ccc-879a-4ffa7a68508f | model_name: document-intelligence | model_version: v4.1.0 | model_type: Regressor | training_dataset_version: exim-ds-2024-05 | artifact_uri: s3://allcargo-exim-models/regressor/ab00666a117d | deployment_status: Production
model_id: 4f03c2cf-7f7a-463e-9d6b-ab5ed17fe425 | model_name: anomaly-detector | model_version: v2.1.6 | model_type: NLP | training_dataset_version: exim-ds-2026-04 | artifact_uri: s3://allcargo-exim-models/nlp/aabb7325f7a0 | deployment_status: Draft
